Seller Platfrom,SKU,Manufacute Name,Manufacture Code,Product Title,Description,Packaging,QTY,Catagory,Sub Catagory,Product Page URL,Attachment URL,Images URL
Chair Side Solutions,SQ0683054,Chair Side Solutions,SQ0683054,Exocad DentalCAD 3.1 Rijecka - Flex - Implant Bundle,"The leading OEM-branded dental CAD software: Great for beginners and even more powerful in the hands of an expert Known for its speedy operation and ease of use to minimize training costs and maximize productivity. It is reliable and robust even for solving complex cases on a daily basis. The speed and flexibility of exocad’s DentalCAD* was achieved by harnessing the latest research results on organic modeling. Flex (Less Upfront + Annual Fee) vs Perpetual (More Upfront + No Annual Fees) License Modules Included in Bundle Advanced Bundle: Virtual Articulator, Provisional, TrueSmile, Tooth Library ZRS Wiedman Implant Bundle: Advanced Bundle + Implant, Bar, DICOM Viewer Ultimate Bundle: Implant Bundle + Model Creator, Smile Creator, Full Denture Module, PartialCAD, Bite Splint, Jaw Motion Import",,,CAD Software,,https://www.chairsidesolutions.com/shop/p/exocad-dentalcad-30-galway,,['https://images.squarespace-cdn.com/content/v1/61dfed97dd4164389e8be7cf/1672887863022-DCRZPKN1W1DRY79T9JIZ/Exocad+Rijecka+Product.png']
Chair Side Solutions,SQ3979611,Chair Side Solutions,SQ3979611,Exocad DentalCAD 3.1 Rijecka - Flex - Ultimate Bundle,"The leading OEM-branded dental CAD software: Great for beginners and even more powerful in the hands of an expert Known for its speedy operation and ease of use to minimize training costs and maximize productivity. It is reliable and robust even for solving complex cases on a daily basis. The speed and flexibility of exocad’s DentalCAD* was achieved by harnessing the latest research results on organic modeling. Flex (Less Upfront + Annual Fee) vs Perpetual (More Upfront + No Annual Fees) License Modules Included in Bundle Advanced Bundle: Virtual Articulator, Provisional, TrueSmile, Tooth Library ZRS Wiedman Implant Bundle: Advanced Bundle + Implant, Bar, DICOM Viewer Ultimate Bundle: Implant Bundle + Model Creator, Smile Creator, Full Denture Module, PartialCAD, Bite Splint, Jaw Motion Import",,,CAD Software,,https://www.chairsidesolutions.com/shop/p/exocad-dentalcad-30-galway,,['https://images.squarespace-cdn.com/content/v1/61dfed97dd4164389e8be7cf/1672887863022-DCRZPKN1W1DRY79T9JIZ/Exocad+Rijecka+Product.png']
Chair Side Solutions,SQ3347325,Chair Side Solutions,SQ3347325,Exocad DentalCAD 3.1 Rijecka - Perpetual - Core Version,"The leading OEM-branded dental CAD software: Great for beginners and even more powerful in the hands of an expert Known for its speedy operation and ease of use to minimize training costs and maximize productivity. It is reliable and robust even for solving complex cases on a daily basis. The speed and flexibility of exocad’s DentalCAD* was achieved by harnessing the latest research results on organic modeling. Flex (Less Upfront + Annual Fee) vs Perpetual (More Upfront + No Annual Fees) License Modules Included in Bundle Advanced Bundle: Virtual Articulator, Provisional, TrueSmile, Tooth Library ZRS Wiedman Implant Bundle: Advanced Bundle + Implant, Bar, DICOM Viewer Ultimate Bundle: Implant Bundle + Model Creator, Smile Creator, Full Denture Module, PartialCAD, Bite Splint, Jaw Motion Import",,,CAD Software,,https://www.chairsidesolutions.com/shop/p/exocad-dentalcad-30-galway,,['https://images.squarespace-cdn.com/content/v1/61dfed97dd4164389e8be7cf/1672887863022-DCRZPKN1W1DRY79T9JIZ/Exocad+Rijecka+Product.png']
Chair Side Solutions,SQ5703937,Chair Side Solutions,SQ5703937,Exocad DentalCAD 3.1 Rijecka - Perpetual - Advanced Bundle,"The leading OEM-branded dental CAD software: Great for beginners and even more powerful in the hands of an expert Known for its speedy operation and ease of use to minimize training costs and maximize productivity. It is reliable and robust even for solving complex cases on a daily basis. The speed and flexibility of exocad’s DentalCAD* was achieved by harnessing the latest research results on organic modeling. Flex (Less Upfront + Annual Fee) vs Perpetual (More Upfront + No Annual Fees) License Modules Included in Bundle Advanced Bundle: Virtual Articulator, Provisional, TrueSmile, Tooth Library ZRS Wiedman Implant Bundle: Advanced Bundle + Implant, Bar, DICOM Viewer Ultimate Bundle: Implant Bundle + Model Creator, Smile Creator, Full Denture Module, PartialCAD, Bite Splint, Jaw Motion Import",,,CAD Software,,https://www.chairsidesolutions.com/shop/p/exocad-dentalcad-30-galway,,['https://images.squarespace-cdn.com/content/v1/61dfed97dd4164389e8be7cf/1672887863022-DCRZPKN1W1DRY79T9JIZ/Exocad+Rijecka+Product.png']
Chair Side Solutions,SQ5623423,Chair Side Solutions,SQ5623423,Exocad DentalCAD 3.1 Rijecka - Perpetual - Implant Bundle,"The leading OEM-branded dental CAD software: Great for beginners and even more powerful in the hands of an expert Known for its speedy operation and ease of use to minimize training costs and maximize productivity. It is reliable and robust even for solving complex cases on a daily basis. The speed and flexibility of exocad’s DentalCAD* was achieved by harnessing the latest research results on organic modeling. Flex (Less Upfront + Annual Fee) vs Perpetual (More Upfront + No Annual Fees) License Modules Included in Bundle Advanced Bundle: Virtual Articulator, Provisional, TrueSmile, Tooth Library ZRS Wiedman Implant Bundle: Advanced Bundle + Implant, Bar, DICOM Viewer Ultimate Bundle: Implant Bundle + Model Creator, Smile Creator, Full Denture Module, PartialCAD, Bite Splint, Jaw Motion Import",,,CAD Software,,https://www.chairsidesolutions.com/shop/p/exocad-dentalcad-30-galway,,['https://images.squarespace-cdn.com/content/v1/61dfed97dd4164389e8be7cf/1672887863022-DCRZPKN1W1DRY79T9JIZ/Exocad+Rijecka+Product.png']
Chair Side Solutions,SQ4768081,Chair Side Solutions,SQ4768081,Exocad DentalCAD 3.1 Rijecka - Perpetual - Ultimate Bundle,"The leading OEM-branded dental CAD software: Great for beginners and even more powerful in the hands of an expert Known for its speedy operation and ease of use to minimize training costs and maximize productivity. It is reliable and robust even for solving complex cases on a daily basis. The speed and flexibility of exocad’s DentalCAD* was achieved by harnessing the latest research results on organic modeling. Flex (Less Upfront + Annual Fee) vs Perpetual (More Upfront + No Annual Fees) License Modules Included in Bundle Advanced Bundle: Virtual Articulator, Provisional, TrueSmile, Tooth Library ZRS Wiedman Implant Bundle: Advanced Bundle + Implant, Bar, DICOM Viewer Ultimate Bundle: Implant Bundle + Model Creator, Smile Creator, Full Denture Module, PartialCAD, Bite Splint, Jaw Motion Import",,,CAD Software,,https://www.chairsidesolutions.com/shop/p/exocad-dentalcad-30-galway,,['https://images.squarespace-cdn.com/content/v1/61dfed97dd4164389e8be7cf/1672887863022-DCRZPKN1W1DRY79T9JIZ/Exocad+Rijecka+Product.png']
Chair Side Solutions,SQ3164876,Chair Side Solutions,SQ3164876,Exocad Exoplan 3.1 Rijecka - Exoplan,"Inspiring excellence in guided surgery Discover powerful implant planning and surgical guide design software exoplan – created to provide dental labs, dentists, implant specialists and surgeons with maximum flexibility. Based on the renowned exocad platform, exoplan guarantees a seamless digital workflow and the highest usability and performance. Thanks to the open, vendor-neutral software architecture, open 3D scanners, 3D printers or milling machines can be used. The integrated software solutions guarantee the seamless functionality of the digital workflow – from virtual, prosthetic-oriented implant planning with exoplan to designing surgical guides with Guide Creator. In addition, exoplan users can take advantage of seamless integration with DentalCAD, exocad’s dental CAD software, to facilitate their planning and production of implant-supported, temporary and final prostheses.",,,CAD Software,,https://www.chairsidesolutions.com/shop/p/exocad-exoplan-30-galway,,['https://images.squarespace-cdn.com/content/v1/61dfed97dd4164389e8be7cf/1642912595522-DNOYB4EL0QA3O9IJRUBU/35.png']
Chair Side Solutions,SQ8258442,Chair Side Solutions,SQ8258442,Exocad Exoplan 3.1 Rijecka - Exoplan + Guide Creator,"Inspiring excellence in guided surgery Discover powerful implant planning and surgical guide design software exoplan – created to provide dental labs, dentists, implant specialists and surgeons with maximum flexibility. Based on the renowned exocad platform, exoplan guarantees a seamless digital workflow and the highest usability and performance. Thanks to the open, vendor-neutral software architecture, open 3D scanners, 3D printers or milling machines can be used. The integrated software solutions guarantee the seamless functionality of the digital workflow – from virtual, prosthetic-oriented implant planning with exoplan to designing surgical guides with Guide Creator. In addition, exoplan users can take advantage of seamless integration with DentalCAD, exocad’s dental CAD software, to facilitate their planning and production of implant-supported, temporary and final prostheses.",,,CAD Software,,https://www.chairsidesolutions.com/shop/p/exocad-exoplan-30-galway,,['https://images.squarespace-cdn.com/content/v1/61dfed97dd4164389e8be7cf/1642912595522-DNOYB4EL0QA3O9IJRUBU/35.png']
Chair Side Solutions,SQ7413706,Chair Side Solutions,SQ7413706,Desktop Health Einstein,"Meticulously designed for dental professionals, Einstein hits on all the key features essential to superior 3D printing: accuracy, speed and versatility. Transform your workflow from fit to finish with Einstein printers. Proprietary NanoFit 385 technology ensures that every application features stunning clarity, perfect fit and an impressively natural looking finish. Equipped with HyperPrint, harnessing the power of heat and a closed-loop process, fabricate a variety of dental applications with ease and up to 50% faster speed than its predecessor. Versatility in materials, from dentures to models and everything in between, designed to maximize productivity for your lab or office",,,3D Printers,,https://www.chairsidesolutions.com/shop/p/desktophealtheinstein,,"['https://images.squarespace-cdn.com/content/v1/61dfed97dd4164389e8be7cf/1645113159196-G9QI0W5T7XUX5A4ICGSM/40.png', 'https://images.squarespace-cdn.com/content/v1/61dfed97dd4164389e8be7cf/1644612079948-PENUUDYIUF5YNKDJ9MDS/41.png', 'https://images.squarespace-cdn.com/content/v1/61dfed97dd4164389e8be7cf/1645113159228-73YSYEEAVFKXR8SPK4QU/42.png']"
Chair Side Solutions,SQ5380420,Chair Side Solutions,SQ5380420,Asiga MAX UV,"Includes: Composer software, Asiga Flash curing unit, calibration toolkit, and Material pack (1L Asiga material of choice + 1L build tray) Recommended for Dentistry - This is the preferred 3D printer by most labs around the world. Print Precision - Optimized for both dental and audio lab or clinic environments. Latest LCD Technology - In combination with our industry-proven Process Monitoring Technologies for production consistency. Intuitive User Interface - For ease of use and seamless productivity. Single point calibration, single-handed print removal, touch screen user interface. Fast Material Changeover - Switch materials in less than 30 seconds with no calibration required. Optimized Asiga Materials - For a fully integrated solution. Open Material System - Print any suitable 3D printing material. SPS™ Smart-Positioning-System Technology - Asiga's unique SPS™ process guarantees every layer is formed accurately. Accurate layer formation is the key to achieving consistently accurate results in any production environment. Industry Proven Performance - In-House printing dental appliances, jewelry masters and any precision component. Ortho Lab Production - ASIGA MAX has one of the most accurate model prints in the market today according to Lab technicians worldwide. Single Point Calibration - Simple platform calibration and internal radiometer for automatic LED calibration. Free and Unlimited Lifetime Technical Support - Guaranteed. Affordable Digital Manufacturing. It's something ASIGA invented.",,,3D Printers,,https://www.chairsidesolutions.com/shop/p/asiga-max-uv,,"['https://images.squarespace-cdn.com/content/v1/61dfed97dd4164389e8be7cf/1642780514955-6K6HBBIXPC3I7NBWQ9DL/22+%281%29.png', 'https://images.squarespace-cdn.com/content/v1/61dfed97dd4164389e8be7cf/1642780514985-IXR6F315ORZGSGYDNQXH/22+%282%29.png', 'https://images.squarespace-cdn.com/content/v1/61dfed97dd4164389e8be7cf/1642780514985-1FFE3N9JOZQ2OP6CAH0T/22+%283%29.png']"
Chair Side Solutions,SQ8437851,Chair Side Solutions,SQ8437851,Desktop Health D4K PRO,"Introducing the D4K Pro, the highest resolution 4K desktop 3D printer. The D4K Pro from Desktop Health includes the fastest print speed for a standard DLP printer, and delivers extremely accurate parts with the finest detail available. The D4K Pro is built on an industrial 4K DLP projector which guarantees stable performance for many years. The D4K Pro is compatible with all Desktop Health DLP resins for the dental industry, providing essential solutions for applications from models to full dentures and everything in between. Designed for chairside and small labs, the D4K Pro is the industry’s newest solution, brought to you by the original inventors of DLP 3D printing technology. Desktop Health has been leading the way for dental 3D printing since 2003, with equipment and material innovations that have revolutionized the dental and orthodontic industries.",,,3D Printers,,https://www.chairsidesolutions.com/shop/p/desktop-health-d4k-pro,,"['https://images.squarespace-cdn.com/content/v1/61dfed97dd4164389e8be7cf/1642781714316-IV09YFNPGAWUAU2JTIS1/9+%281%29.png', 'https://images.squarespace-cdn.com/content/v1/61dfed97dd4164389e8be7cf/1642781714393-FOA3GZ7RCV1X2YY5TB02/9+%282%29.png', 'https://images.squarespace-cdn.com/content/v1/61dfed97dd4164389e8be7cf/1642781714460-VV0ZPSEEBLCJUG3G78CT/9+%283%29.png']"
Chair Side Solutions,SQ7557449,Chair Side Solutions,SQ7557449,Ackuretta Sol,"The perfect same-day chairside solution for digital dentistry. Compact, powerful, and accurate, ready to print right out of the box. Embrace SOL for your dental workflow today, and start creating smiles for the future. Includes: • 1 x Extra Print Screens • 1 x Extra Vat • 1 x Ethernet Cable • 1 x Wi-Fi Dongle • 2-Year Warranty",,,3D Printers,,https://www.chairsidesolutions.com/shop/p/ackuretta-sol,,"['https://images.squarespace-cdn.com/content/v1/61dfed97dd4164389e8be7cf/1642681358060-MHNL036D7N4588I4DYZ2/squarespace+43.png', 'https://images.squarespace-cdn.com/content/v1/61dfed97dd4164389e8be7cf/1642681358084-CK5TWG5AKI7NY9CWIFH2/squarespace+43+%281%29.png', 'https://images.squarespace-cdn.com/content/v1/61dfed97dd4164389e8be7cf/1642681366749-TY88XXAOBEYP5C2RJ0YT/Sol+3.PNG', 'https://images.squarespace-cdn.com/content/v1/61dfed97dd4164389e8be7cf/1642681366768-RMTW9KIP9TI5XCSP4V05/Sol+4.PNG']"
